,Sq_Ft_Tot_Living,Sq_Ft_Lot,Bathroom_count,Bedroom_count,Bldg_Grade,Property_Type,Nbr_Living_Units,Sq_Ft_Fin_Basement,Yr_Built,Yr_Renovated,Newly_Construction,House_Sale_Price
6011,1350,1319,3.25,3,8,Townhouse,1,0,2002,0,False,485854.0
6013,1360,1335,3.0,2,8,Townhouse,1,0,2003,0,False,495132.0
6015,1120,1202,1.5,2,8,Townhouse,1,0,1999,0,False,444041.0
6017,1400,1242,3.25,2,8,Townhouse,1,0,2000,0,False,543685.0
6018,1460,1254,3.25,3,8,Townhouse,1,0,2000,0,False,520254.0
6019,1710,1269,2.5,4,8,Townhouse,1,190,2006,0,True,645760.0
6021,1770,1248,2.5,3,8,Townhouse,1,170,2006,0,True,554226.0
6022,1770,1248,2.5,3,8,Townhouse,1,170,2006,0,False,657256.0
6023,1770,1248,2.5,3,8,Townhouse,1,170,2006,0,False,625223.0
6027,1260,1240,2.25,2,8,Townhouse,1,0,2004,0,False,539557.0
6028,1330,1271,2.25,2,8,Townhouse,1,0,2004,0,False,528227.0
6031,1500,1169,3.5,2,8,Townhouse,1,0,2004,0,False,531844.0
6032,1500,1224,4.0,2,8,Townhouse,1,0,2004,0,False,538056.0
6033,1780,1170,2.5,3,8,Townhouse,1,180,2006,0,True,549341.0
6034,1780,1170,2.5,3,8,Townhouse,1,180,2006,0,False,608088.0
6040,670,1800,1.0,1,6,Single Family,1,0,1905,0,False,441711.0
6041,1250,3360,2.0,2,7,Multiplex,2,0,1957,0,False,465794.0
6043,1540,2452,1.0,4,7,Single Family,1,0,1906,0,False,511177.0
6044,1690,1718,2.0,2,9,Townhouse,1,0,2010,0,True,628007.0
6046,1130,1119,1.5,2,8,Townhouse,1,0,2006,0,True,456221.0
6047,1500,1312,2.25,3,8,Townhouse,1,0,2007,0,True,479758.0
6048,1670,1309,2.25,3,8,Townhouse,1,260,2007,0,True,508140.0
6049,1670,980,2.25,3,8,Townhouse,1,260,2007,0,True,497967.0
6052,1420,1309,2.25,3,8,Townhouse,1,0,2006,0,True,486437.0
6062,1480,1281,2.5,3,8,Townhouse,1,0,2005,0,True,521108.0
6063,1440,1300,2.5,3,8,Townhouse,1,0,2005,0,True,527158.0
6064,1430,984,2.5,3,8,Townhouse,1,0,2005,0,True,506380.0
6065,1430,984,2.5,3,8,Townhouse,1,0,2005,0,False,496096.0
6066,1540,1256,2.5,3,8,Townhouse,1,0,2004,0,False,613832.0
6067,1770,967,2.5,3,8,Townhouse,1,0,2004,0,False,560189.0
6068,2080,2934,2.0,4,7,Multiplex,2,1000,1952,0,False,589856.0
6069,1450,3600,1.5,4,7,Multiplex,2,630,1922,0,False,515089.0
6073,1450,1091,3.5,3,8,Townhouse,1,250,2007,0,True,553946.0
6075,1370,1877,1.5,2,7,Single Family,1,180,2006,0,False,476127.0
6078,1160,1600,2.0,1,7,Single Family,1,580,1919,0,False,502846.0
6079,1160,1600,2.0,1,7,Single Family,1,580,1919,0,True,364824.0
6081,1370,1370,2.5,2,8,Townhouse,1,140,2004,0,False,432341.0
6082,1790,978,2.5,3,8,Townhouse,1,140,2004,0,False,557954.0
6083,1790,1295,2.5,3,8,Townhouse,1,140,2004,0,False,560189.0
6084,2640,21490,2.5,4,9,Single Family,1,1090,2007,0,True,794375.0
6085,2640,21490,2.5,4,9,Single Family,1,1090,2007,0,False,936194.0
6086,2980,12339,2.5,4,8,Single Family,1,1070,1961,0,False,719238.0
6087,1710,14577,2.0,4,8,Single Family,1,0,1968,0,False,540746.0
6088,2270,11500,2.5,4,8,Single Family,1,730,1967,0,False,409854.0
6089,2310,9576,2.0,3,8,Single Family,1,1120,1974,0,False,545170.0
6090,1170,8100,1.0,3,7,Single Family,1,0,1953,0,False,417279.0
6091,2580,6602,1.75,3,7,Single Family,1,1200,1953,0,False,422084.0
6092,2580,6602,1.75,3,7,Single Family,1,1200,1953,0,False,414447.0
6094,890,6148,1.0,2,7,Single Family,1,0,1941,0,False,374232.0
6095,1890,3880,2.5,3,8,Single Family,1,430,1915,0,False,553964.0
6096,1990,4850,2.5,4,7,Single Family,1,790,1944,0,False,494816.0
6097,1720,3880,1.75,3,7,Single Family,1,860,1928,0,False,613770.0
6099,970,3880,1.5,2,7,Single Family,1,0,1923,0,False,405757.0
6100,1490,3880,2.0,3,7,Multiplex,2,0,1959,0,False,479740.0
6101,1340,5820,2.0,2,7,Multiplex,2,0,1950,0,False,447373.0
6102,1820,4100,2.0,4,7,Single Family,1,790,1944,0,False,461255.0
6103,2050,4175,2.0,5,7,Single Family,1,620,1945,0,False,501474.0
6104,2400,3340,3.0,4,7,Multiplex,2,1200,1964,0,False,598590.0
6105,700,2125,1.0,2,5,Single Family,1,0,1910,0,False,330492.0
6106,3680,7600,3.0,5,8,Single Family,1,1840,1949,0,False,556247.0
6108,3210,3753,3.5,3,9,Single Family,1,990,2005,0,True,926316.0
6109,740,4070,1.0,2,7,Single Family,1,0,1916,0,False,496471.0
6110,1660,5200,2.0,2,7,Single Family,1,540,1906,0,False,516063.0
6111,1510,6083,1.0,3,6,Single Family,1,650,1940,0,False,343208.0
6112,3420,5712,3.5,4,9,Single Family,1,720,2006,0,True,816890.0
6113,1850,5712,1.75,4,7,Single Family,1,0,1954,0,False,379654.0
6114,1220,5739,2.25,3,7,Single Family,1,430,1984,0,False,291591.0
6115,1660,8944,2.0,4,7,Single Family,1,0,1916,0,False,565588.0
6116,1870,5000,2.0,3,7,Single Family,1,680,1980,0,False,457777.0
6118,3350,5196,3.5,5,10,Single Family,1,740,2006,0,True,970492.0
6119,1460,4800,1.75,2,7,Single Family,1,610,1950,0,False,254070.0
6120,1460,4800,1.75,2,7,Single Family,1,610,1950,0,True,389695.0
6121,1460,4800,1.75,2,7,Single Family,1,610,1950,0,False,584597.0
6122,2720,7800,3.25,4,9,Single Family,1,0,2010,0,False,390038.0
6123,2270,7618,2.5,4,9,Single Family,1,0,1989,0,False,677281.0
6124,1480,9187,1.75,3,7,Single Family,1,0,1954,0,False,358231.0
6125,1950,4610,2.0,4,7,Single Family,1,350,1928,0,False,677222.0
6126,1450,3075,1.5,3,8,Single Family,1,670,1910,1986,False,544309.0
6127,2160,2660,3.0,5,8,Single Family,1,310,1985,2012,False,754029.0
6128,1656,10125,1.5,3,6,Single Family,1,0,1960,0,False,276501.0
6129,1130,9760,1.0,3,6,Single Family,1,0,1961,0,False,210491.0
6130,1060,11340,1.0,4,6,Single Family,1,0,1962,0,False,228197.0
6131,1130,9760,1.0,3,6,Single Family,1,0,1962,0,False,231271.0
6132,1130,9801,1.0,3,6,Single Family,1,0,1962,0,False,250526.0
6133,840,9638,1.0,3,6,Single Family,1,0,1962,0,False,273291.0
6134,1340,9065,2.5,3,8,Single Family,1,0,1997,0,False,337979.0
6135,1650,10438,2.5,3,8,Single Family,1,0,1997,0,False,451988.0
6136,1060,9711,1.5,3,7,Single Family,1,0,1963,0,False,327727.0
6137,1550,9213,2.5,3,7,Single Family,1,250,1960,0,False,306706.0
6138,1220,9600,2.75,5,7,Single Family,1,0,1961,0,False,289347.0
6139,1990,9066,2.25,4,7,Single Family,1,670,1964,0,False,318809.0
6140,2030,11220,2.5,3,8,Single Family,1,530,1989,0,False,520995.0
6141,1630,5999,1.75,3,7,Single Family,1,0,1985,0,False,344533.0
6142,1590,7617,1.75,3,7,Single Family,1,0,1986,0,False,349293.0
6143,1650,9225,2.5,3,7,Single Family,1,0,1988,0,False,292489.0
6144,2225,10200,1.75,4,7,Single Family,1,1020,1959,0,False,381104.0
6145,1840,8276,2.5,3,7,Single Family,1,400,1989,0,False,390077.0
6149,2030,13247,2.5,4,7,Single Family,1,0,1961,0,False,194955.0
6151,2700,9994,2.5,3,7,Single Family,1,1350,1959,0,False,464660.0
6152,1390,19988,1.0,2,7,Single Family,1,0,1949,0,False,430990.0
6153,2030,10175,1.75,4,7,Single Family,1,900,1960,0,False,395730.0
6154,1910,9224,2.5,5,7,Single Family,1,0,1965,0,False,320303.0
6155,1680,19978,2.0,3,6,Single Family,1,800,1948,0,False,279307.0
6156,1900,7500,2.75,4,7,Single Family,1,0,1987,0,False,340917.0
6157,2650,9750,2.75,5,7,Single Family,1,1100,1990,0,False,370792.0
6158,1510,7237,2.0,3,7,Single Family,1,0,1988,0,False,397834.0
6159,2590,9000,2.0,4,7,Single Family,1,0,1959,2008,False,324197.0
6160,850,7597,1.0,2,7,Single Family,1,0,1949,0,False,404394.0
6161,3660,18498,2.5,4,10,Single Family,1,0,1996,0,False,2127374.0
6162,2890,21625,2.25,5,7,Single Family,1,1210,1955,0,False,1076162.0
6163,2260,10300,2.25,4,8,Single Family,1,630,1963,0,False,993041.0
6164,1790,8443,2.25,3,7,Single Family,1,420,1986,0,False,311429.0
6165,1470,8682,2.25,3,7,Single Family,1,310,1985,0,False,171888.0
6166,1760,8836,2.5,3,7,Single Family,1,420,1985,0,False,349625.0
6167,2180,12317,2.5,3,9,Single Family,1,0,1987,0,False,721870.0
6170,2310,5200,2.75,3,7,Single Family,1,790,1940,0,False,757474.0
6171,2310,5200,2.75,3,7,Single Family,1,790,1940,0,False,912298.0
6172,3660,10000,3.75,5,8,Single Family,1,760,1942,0,False,1559938.0
6173,3620,5000,3.5,4,9,Single Family,1,800,2004,0,False,1532767.0
6175,3060,5000,3.0,4,9,Single Family,1,1210,1932,0,False,1334314.0
6176,3010,5000,2.0,3,9,Single Family,1,1120,1931,0,False,1271359.0
6177,3630,5000,3.0,4,11,Single Family,1,1230,2006,0,False,2364100.0
6178,3680,5854,3.0,4,10,Single Family,1,1620,1967,0,False,1107701.0
6179,1678,13862,2.0,3,7,Single Family,1,0,1994,0,False,293541.0
6180,2773,5700,2.75,4,9,Single Family,1,0,2006,0,False,528539.0
6181,2419,5700,2.5,3,9,Single Family,1,0,2006,0,False,486257.0
6182,2687,9600,3.0,4,9,Single Family,1,0,2006,0,False,554087.0
6184,2430,160300,1.75,3,7,Single Family,1,1180,1966,0,False,509496.0
6185,2620,98881,2.25,4,7,Single Family,1,800,1952,0,False,253215.0
6186,1760,8584,2.5,3,7,Single Family,1,0,1937,0,False,167470.0
6187,3120,7740,2.75,6,8,Single Family,1,0,2014,0,False,250754.0
6188,3120,7740,2.75,6,8,Single Family,1,0,2014,0,False,114213.0
6189,1480,9086,1.5,3,7,Single Family,1,0,1962,0,False,317996.0
6190,1480,9086,1.5,3,7,Single Family,1,0,1962,0,False,338991.0
6191,3770,223200,3.0,3,8,Single Family,1,0,1991,0,False,725540.0
6192,1350,3800,1.0,3,8,Single Family,1,0,1927,0,False,498591.0
6193,1440,3680,1.5,3,7,Single Family,1,0,1936,0,False,477458.0
6194,1240,3360,1.5,3,7,Single Family,1,0,1936,0,False,536909.0
6195,2890,7821,2.75,4,9,Single Family,1,0,2014,0,False,619039.0
6196,2890,7821,2.75,4,9,Single Family,1,0,2014,0,True,982779.0
6197,2630,20448,3.5,3,8,Single Family,1,1120,1957,0,False,2463792.0
6198,2290,21486,2.75,4,7,Single Family,1,0,1963,0,False,776685.0
6199,5710,10686,4.5,5,11,Single Family,1,1940,2002,0,False,2974408.0
6200,4740,10297,4.5,5,11,Single Family,1,1510,2003,0,False,2268076.0
6201,3740,8207,3.5,4,11,Single Family,1,930,2006,0,True,966820.0
6202,3150,219978,2.75,3,9,Single Family,1,150,1990,0,False,846639.0
6203,2890,217800,3.25,4,12,Single Family,1,0,1996,0,False,1976763.0
6204,2200,30927,1.75,5,7,Single Family,1,1100,1959,0,False,306706.0
6205,3410,4056,2.75,7,8,Multiplex,2,1280,1906,0,False,785965.0
6206,1380,900,2.0,2,8,Townhouse,1,460,2010,0,True,679207.0
6207,2130,1849,3.0,3,9,Single Family,1,320,1992,0,False,872549.0
6208,2200,1954,2.5,3,11,Townhouse,1,590,2008,0,False,1155983.0
6211,2480,12688,2.5,4,9,Single Family,1,660,1967,0,False,984368.0
6216,3650,8354,2.5,4,9,Single Family,1,1820,2000,0,False,2127621.0
6217,5370,252444,4.75,4,12,Single Family,1,1450,2005,0,False,2096983.0
6220,2260,280962,1.75,2,9,Single Family,1,370,2005,0,False,760919.0
6221,1980,70131,1.75,4,8,Single Family,1,0,1984,0,False,540180.0
6222,2210,296643,1.75,3,8,Single Family,1,0,1985,0,False,632599.0
6223,1500,7200,2.5,3,7,Single Family,1,0,1990,0,False,336247.0
6224,1610,11044,2.5,3,7,Single Family,1,320,1990,0,False,329186.0
6225,1530,8282,2.5,3,7,Single Family,1,0,1990,0,False,323793.0
6226,1510,7200,2.25,3,7,Single Family,1,0,1990,0,False,301166.0
6227,1430,7200,2.0,3,7,Single Family,1,0,1990,0,False,311431.0
6228,1760,5421,2.25,3,7,Single Family,1,0,1991,0,False,334603.0
6229,1450,5858,1.75,3,7,Single Family,1,0,1991,0,False,284041.0
6230,1490,7589,2.25,3,7,Single Family,1,0,1993,0,False,322245.0
6231,1120,8734,2.0,3,7,Single Family,1,0,1992,0,False,291988.0
6232,1520,6812,2.25,3,7,Single Family,1,0,1992,0,False,317080.0
6233,1850,18224,3.0,3,7,Single Family,1,760,1992,0,False,376657.0
6234,1410,6466,2.0,3,7,Single Family,1,0,1992,0,False,321289.0
6235,1670,6666,2.5,3,7,Single Family,1,0,1992,0,False,323767.0
6236,1050,7666,1.75,3,7,Single Family,1,0,1993,0,False,312406.0
6237,1370,6000,2.25,3,7,Single Family,1,0,1992,0,False,338296.0
6238,1700,6200,2.5,3,7,Single Family,1,0,1993,0,False,335772.0
6239,1560,8475,2.5,3,7,Single Family,1,0,1991,0,False,351463.0
6240,1560,8475,2.5,3,7,Single Family,1,0,1991,0,False,302047.0
6241,1560,8475,2.5,3,7,Single Family,1,0,1991,0,False,305239.0
6242,1370,7087,2.25,3,7,Single Family,1,0,1993,0,False,352696.0
6243,1520,6559,1.75,3,7,Single Family,1,350,1992,0,False,309106.0
6244,1570,6600,1.75,3,7,Single Family,1,400,1991,0,False,316327.0
6245,1510,6095,2.5,3,7,Single Family,1,0,1991,0,False,333250.0
6246,1230,6979,1.75,3,7,Single Family,1,0,1991,0,False,309616.0
6247,1780,6000,2.25,3,7,Single Family,1,0,1992,0,False,356210.0
6248,4330,23312,3.5,3,11,Single Family,1,0,2005,0,True,1185412.0
6249,1600,45807,2.0,4,8,Single Family,1,0,1973,0,False,430540.0
6250,4105,15587,4.25,4,8,Single Family,1,1175,2004,0,False,802807.0
6251,1470,10052,2.0,3,8,Single Family,1,0,1956,0,False,417677.0
6252,790,8147,1.0,2,6,Single Family,1,0,1952,0,False,332429.0
6253,1540,7200,1.5,3,7,Single Family,1,0,1953,0,False,369633.0
6254,1120,6653,1.5,3,7,Single Family,1,0,1937,0,False,348160.0
6255,1352,1694,2.25,3,8,Townhouse,1,0,2007,0,True,376229.0
6256,1352,1694,2.25,3,8,Townhouse,1,0,2007,0,False,373230.0
6257,1230,1516,2.25,3,8,Townhouse,1,0,2000,0,False,351249.0
6259,1430,9583,2.0,3,7,Single Family,1,0,1964,0,False,384539.0
6260,1160,22496,1.0,3,6,Single Family,1,0,1918,0,True,503243.0
6261,3410,5199,3.5,4,9,Single Family,1,0,2007,0,True,792282.0
6262,4770,215186,7.0,6,10,Single Family,1,0,1986,0,False,1705329.0
6263,1200,44866,1.5,1,7,Single Family,1,0,1983,0,False,403423.0
6264,7150,37745,4.25,6,12,Single Family,1,0,2007,0,False,1937092.0
6265,2890,10046,1.75,4,7,Single Family,1,1250,1962,0,False,300103.0
6266,1870,8734,2.5,3,8,Single Family,1,0,1994,0,False,435846.0
6267,1360,5300,3.0,2,7,Single Family,1,200,1912,0,False,481054.0
6268,1360,5300,3.0,2,7,Single Family,1,200,1912,0,False,579851.0
6269,1360,5300,3.0,2,7,Single Family,1,200,1912,0,False,649055.0
6270,2550,5300,3.0,4,8,Single Family,1,830,1908,2013,False,976280.0
6271,1230,3560,1.0,2,6,Single Family,1,200,1924,0,False,448856.0
6273,910,1800,0.75,2,6,Single Family,1,200,1914,0,False,345760.0
6274,1830,3480,1.0,4,7,Single Family,1,200,1912,0,False,528766.0
6275,1420,5300,2.0,3,7,Single Family,1,0,1905,0,False,535820.0
6276,1640,4240,1.75,4,7,Single Family,1,720,1921,0,False,532223.0
6277,1670,4240,1.75,4,7,Single Family,1,290,1925,0,False,603034.0
6278,1040,4240,1.0,3,7,Single Family,1,180,1924,0,False,499689.0
6279,1050,2570,1.0,2,7,Single Family,1,200,1927,0,False,442992.0
6281,2810,5640,2.0,4,7,Single Family,1,1180,1928,0,False,705464.0
6282,1640,3160,2.0,3,7,Single Family,1,800,1926,0,False,390515.0
6283,1320,4400,1.0,2,7,Single Family,1,220,1914,0,False,475016.0
6284,2450,18805,3.0,4,8,Single Family,1,1080,1977,0,False,516571.0
6285,1920,6000,1.75,4,7,Single Family,1,960,1954,0,False,334281.0
6286,2806,7020,2.5,5,9,Single Family,1,0,2005,0,True,696140.0
6287,1040,6217,1.0,2,6,Single Family,1,310,1945,0,False,349977.0
6288,1870,6000,2.0,4,7,Single Family,1,0,1956,0,False,337111.0
6289,2230,4551,2.25,3,8,Single Family,1,780,1928,0,False,503658.0
6290,1620,2961,2.5,3,7,Single Family,1,0,2002,0,False,303102.0
6291,1610,3037,2.5,3,7,Single Family,1,0,2001,0,False,292234.0
6292,1340,2592,2.5,3,7,Single Family,1,0,2001,0,False,299107.0
6293,1600,3000,2.5,3,7,Single Family,1,0,2003,0,False,286458.0
6294,2290,9600,2.0,5,8,Single Family,1,750,1960,0,False,350718.0
6295,2690,10622,2.5,4,10,Single Family,1,0,1995,0,False,753311.0
6296,2690,17461,2.5,3,10,Single Family,1,0,1997,0,False,923579.0
6297,3450,18577,2.5,4,10,Single Family,1,0,1997,0,False,1103066.0
6298,2120,36000,1.75,3,7,Single Family,1,1060,1977,0,False,488480.0
6300,1430,61855,1.25,5,6,Single Family,1,0,1919,0,False,381950.0
6301,2960,5713,2.5,4,9,Single Family,1,0,2003,0,False,878256.0
6302,1440,5000,1.0,2,7,Single Family,1,560,1946,0,False,464127.0
6303,1250,4960,1.0,2,7,Single Family,1,310,1938,0,False,380491.0
6304,2350,5580,2.25,3,8,Single Family,1,560,1940,0,False,696940.0
6305,1660,3150,1.75,2,8,Single Family,1,660,1946,0,False,456722.0
6306,3220,12377,3.0,4,8,Single Family,1,1060,1959,2000,False,939317.0
6307,1785,779,2.5,2,7,Townhouse,1,190,1975,0,False,529371.0
6309,2390,12150,3.0,4,9,Single Family,1,1150,1971,0,False,901095.0
6310,1780,12321,1.75,3,8,Single Family,1,0,1969,0,False,435520.0
6311,1660,9325,1.75,3,8,Single Family,1,480,1977,0,False,548843.0
6312,1970,8043,2.25,3,8,Single Family,1,580,1977,0,False,480353.0
6313,2040,7806,2.25,3,8,Single Family,1,440,1976,0,False,488650.0
6314,1300,9093,1.5,3,7,Single Family,1,0,1970,0,False,438368.0
6315,1700,8981,2.25,3,8,Single Family,1,320,1975,0,False,485690.0
6316,2040,7000,2.5,5,8,Single Family,1,790,1977,0,False,476000.0
6317,1800,8909,1.75,3,8,Single Family,1,520,1977,0,False,434477.0
6318,1270,8920,1.0,3,7,Single Family,1,0,1969,0,False,434405.0
6319,1940,11651,1.75,4,8,Single Family,1,700,1976,0,False,489840.0
6320,970,8710,1.0,2,7,Single Family,1,0,1948,0,False,503562.0
6321,3850,14990,3.0,5,9,Single Family,1,1560,1964,0,False,1435223.0
6322,1970,7770,1.75,3,8,Single Family,1,670,1961,0,False,448544.0
6323,2090,8528,2.5,3,8,Single Family,1,0,1996,0,False,563827.0
6324,1470,12877,1.5,3,7,Single Family,1,0,1935,2007,False,283030.0
6325,1960,6450,2.0,3,7,Single Family,1,960,1977,0,False,386431.0
6326,1960,6450,2.0,3,7,Single Family,1,960,1977,0,False,285396.0
6327,2480,8626,2.5,4,10,Single Family,1,0,2001,0,False,514166.0
6328,1420,6059,2.25,3,7,Single Family,1,240,1990,1996,False,261853.0
6329,2520,4300,2.0,5,8,Single Family,1,800,1923,0,False,768000.0
6330,1850,4000,1.0,4,8,Single Family,1,0,1908,0,False,682774.0
6331,2380,7248,2.5,3,8,Single Family,1,0,1996,0,False,441039.0
6332,2030,5486,2.5,3,8,Single Family,1,0,1997,0,False,406059.0
6333,1740,6252,2.5,3,8,Single Family,1,0,1995,0,False,358605.0
6334,1460,5351,2.0,3,8,Single Family,1,0,1987,0,False,456869.0
6335,2090,5052,2.5,3,8,Single Family,1,0,1987,0,False,505263.0
6336,1780,5432,2.5,3,8,Single Family,1,0,1987,0,False,452848.0
6337,2090,4500,2.5,3,8,Single Family,1,0,1988,0,False,499459.0
6338,2130,5426,2.5,3,8,Single Family,1,0,1987,0,False,474501.0
6339,2250,7752,2.5,3,8,Single Family,1,0,1988,0,False,518659.0
6341,1740,6960,2.25,3,7,Single Family,1,0,1994,0,False,365612.0
6342,1740,6960,2.25,3,7,Single Family,1,0,1994,0,False,368300.0
6343,2120,4500,2.5,3,8,Single Family,1,260,1905,0,False,896038.0
6344,2280,3000,2.25,3,9,Single Family,1,440,1907,2008,False,500690.0
6345,2960,5000,2.25,3,8,Single Family,1,1120,1902,0,False,747215.0
6346,1800,3000,2.5,3,8,Single Family,1,0,1910,2007,False,804953.0
6347,1800,3000,2.5,3,8,Single Family,1,0,1910,2007,False,955487.0
6348,2000,4500,1.5,4,8,Single Family,1,770,1908,0,False,821425.0
6349,2240,3000,2.25,3,8,Single Family,1,820,1908,0,False,736795.0
6350,3220,12430,2.75,4,9,Single Family,1,220,1957,1978,False,797833.0
6351,2720,5000,2.25,3,7,Single Family,1,0,2001,0,False,408852.0
6352,2720,6014,2.5,3,7,Single Family,1,0,2002,0,False,376993.0
6353,3940,8209,2.75,6,7,Single Family,1,0,2003,0,False,501895.0
6354,4220,6040,4.0,6,7,Single Family,1,0,2002,0,False,523631.0
6356,3600,8167,3.0,5,8,Single Family,1,1200,1960,1983,False,588650.0
6357,1092,7500,1.0,3,6,Single Family,1,0,1918,0,False,202629.0
6358,2210,4000,2.5,4,8,Single Family,1,0,2007,0,False,465886.0
6359,1440,4000,1.75,3,7,Single Family,1,390,1979,0,False,344461.0
6360,1520,5000,2.0,3,6,Single Family,1,760,1944,0,False,317457.0
6361,1310,8000,1.0,2,6,Single Family,1,300,1927,0,False,372654.0
6362,720,4040,1.0,2,6,Single Family,1,0,1947,0,False,273718.0
6363,1640,5880,2.25,3,7,Single Family,1,400,1977,0,False,468336.0
6364,1420,4400,1.75,3,6,Single Family,1,0,1919,0,False,223492.0
6365,2080,4400,1.75,4,8,Single Family,1,1040,1918,1965,False,365868.0
6366,1420,4000,1.0,4,7,Single Family,1,710,1919,0,False,336496.0
6367,1940,4000,1.75,4,7,Single Family,1,480,1926,0,False,345745.0
6368,1940,4000,1.75,4,7,Single Family,1,480,1926,0,False,309795.0
6369,1200,4000,1.75,3,6,Single Family,1,0,1918,0,False,263370.0
6370,1850,3932,2.0,4,7,Single Family,1,640,1998,0,False,380758.0
6372,2240,5146,1.0,4,7,Single Family,1,1120,1918,2012,False,367161.0
6373,2050,5547,1.75,3,6,Single Family,1,740,1947,0,False,340257.0
6374,880,6300,1.0,3,6,Single Family,1,0,1951,0,False,276219.0
6375,2490,7600,1.75,3,7,Single Family,1,1000,1947,0,False,286489.0
6376,990,3800,1.0,3,6,Single Family,1,200,1922,0,False,311115.0
6377,1130,3840,1.5,2,7,Single Family,1,0,1953,0,False,316645.0
6378,2350,3904,2.5,4,8,Single Family,1,0,1999,0,False,352072.0
6379,2350,3904,2.5,4,8,Single Family,1,0,1999,0,False,455765.0
6380,950,6000,1.0,3,7,Single Family,1,0,1954,0,False,325573.0
6381,1870,8482,1.0,3,7,Single Family,1,120,1955,0,False,304224.0
6382,1330,6000,1.0,3,7,Single Family,1,0,1953,0,False,268674.0
6383,1170,4000,1.75,3,6,Single Family,1,450,1943,0,False,337911.0
6384,720,4000,1.0,2,6,Single Family,1,0,1943,0,False,330355.0
6385,1340,7000,2.0,4,6,Single Family,1,500,1949,0,False,391093.0
6386,1340,7000,2.0,4,6,Single Family,1,500,1949,0,False,406451.0
6387,2000,4200,2.25,3,7,Single Family,1,810,1958,0,False,448434.0
6388,1590,3650,1.75,3,6,Single Family,1,600,1941,0,False,371966.0
6389,1280,3650,1.75,3,6,Single Family,1,500,1941,0,False,345775.0
6390,990,4600,2.0,3,6,Single Family,1,300,1942,0,False,352461.0
6391,2090,8480,1.75,4,7,Single Family,1,1000,1962,0,False,389649.0
6392,1730,4478,2.25,3,7,Single Family,1,690,1965,0,False,373346.0
6393,1510,4501,2.0,4,7,Single Family,1,0,1943,0,False,411503.0
6394,670,4640,1.0,2,6,Single Family,1,0,1943,0,False,282011.0
6395,750,6000,1.0,2,6,Single Family,1,0,1947,1996,False,300330.0
6396,1810,7423,2.0,4,7,Single Family,1,760,1966,0,False,412248.0
6397,1840,6780,2.25,3,8,Single Family,1,0,2001,0,False,457443.0
6398,2030,7320,3.0,5,7,Single Family,1,830,2001,0,False,390081.0
6400,1970,4120,2.5,3,6,Single Family,1,740,1927,0,False,243212.0
6401,1470,2188,1.75,3,8,Townhouse,1,160,2005,0,False,358835.0
6405,1020,2217,2.25,3,7,Townhouse,1,300,2004,0,False,238973.0
6406,1800,4000,3.0,4,7,Multiplex,3,0,1922,0,False,348070.0
6407,1620,1224,2.5,3,8,Townhouse,1,290,2008,0,False,318547.0
6408,1530,1207,2.5,2,8,Townhouse,1,350,2008,0,False,305425.0
6409,980,890,1.5,2,7,Townhouse,1,220,2002,0,False,221979.0
6410,1530,1651,2.5,3,8,Townhouse,1,350,2008,0,True,352564.0
6411,1460,1850,2.5,2,8,Townhouse,1,280,2008,0,True,349977.0
6412,1100,1187,1.5,2,7,Townhouse,1,220,2002,0,False,263111.0
6414,1590,8428,1.75,3,6,Single Family,1,770,1940,0,True,335031.0
6415,1590,8428,1.75,3,6,Single Family,1,770,1940,0,False,345391.0
6416,1600,13448,1.75,3,6,Single Family,1,720,1916,0,False,145243.0
